datetime_MST,sum(volume_MW),fuel_type,region
2024-01-01 00:00:00,798.1177093844940,COAL,Edmonton
2024-01-01 00:00:00,877.7543579589000,GAS,Central
2024-01-01 00:00:00,941.3968690543710,GAS,Calgary
2024-01-01 00:00:00,0.0,SOLAR,South
2024-01-01 00:00:00,86.13556142595080,OTHER,Northeast
2024-01-01 00:00:00,2968.3135826455200,GAS,Northeast
2024-01-01 00:00:00,528.3913654677080,GAS,Northwest
2024-01-01 00:00:00,34.6263128494554,HYDRO,South
2024-01-01 00:00:00,-6.117276317808360,ENERGY STORAGE,Northwest
2024-01-01 00:00:00,6.69990205764771,OTHER,Calgary
2024-01-01 00:00:00,54.839309749868200,HYDRO,Central
2024-01-01 00:00:00,0.0,SOLAR,Calgary
2024-01-01 00:00:00,0.0,ENERGY STORAGE,South
2024-01-01 00:00:00,132.03734441863200,OTHER,Northwest
2024-01-01 00:00:00,466.426881391737,DUAL FUEL,Edmonton
2024-01-01 00:00:00,0.0,SOLAR,Central
2024-01-01 00:00:00,2427.2621097566700,WIND,South
2024-01-01 00:00:00,18.165333097246,OTHER,Central
2024-01-01 00:00:00,21.7929940573374,OTHER,South
2024-01-01 00:00:00,386.6276795005800,GAS,Edmonton
2024-01-01 00:00:00,-3.560443721347380,ENERGY STORAGE,Central
2024-01-01 00:00:00,478.36579660362700,WIND,Central
2024-01-01 00:00:00,0.0,SOLAR,Edmonton
2024-01-01 00:00:00,479.72669560114600,GAS,South
2024-01-01 01:00:00,518.0104333623250,GAS,Northwest
2024-01-01 01:00:00,0.0,SOLAR,Edmonton
2024-01-01 01:00:00,-6.115331865946460,ENERGY STORAGE,Northwest
2024-01-01 01:00:00,0.0,SOLAR,Central
2024-01-01 01:00:00,478.19010072178300,GAS,South
2024-01-01 01:00:00,18.4223328558604,OTHER,Central
2024-01-01 01:00:00,0.0,SOLAR,Calgary
2024-01-01 01:00:00,0.0,ENERGY STORAGE,South
2024-01-01 01:00:00,2980.6298521100200,GAS,Northeast
2024-01-01 01:00:00,466.434939337836,DUAL FUEL,Edmonton
2024-01-01 01:00:00,41.7902365299066,HYDRO,Central
2024-01-01 01:00:00,0.0,SOLAR,South
2024-01-01 01:00:00,937.8947239663880,GAS,Calgary
2024-01-01 01:00:00,-3.7258878432379800,ENERGY STORAGE,Central
2024-01-01 01:00:00,33.4852148091131,HYDRO,South
2024-01-01 01:00:00,364.7414283778930,GAS,Edmonton
2024-01-01 01:00:00,797.529818284776,COAL,Edmonton
2024-01-01 01:00:00,86.8656913683149,OTHER,Northeast
2024-01-01 01:00:00,2311.756164189930,WIND,South
2024-01-01 01:00:00,6.69490205446879,OTHER,Calgary
2024-01-01 01:00:00,545.2759874561100,WIND,Central
2024-01-01 01:00:00,878.7626320298510,GAS,Central
2024-01-01 01:00:00,132.75223723517500,OTHER,Northwest
2024-01-01 01:00:00,21.7887038135529,OTHER,South
2024-01-01 02:00:00,67.18741824679910,HYDRO,Central
2024-01-01 02:00:00,35.453804135455,HYDRO,South
2024-01-01 02:00:00,2994.902228702970,GAS,Northeast
2024-01-01 02:00:00,446.7089955123260,GAS,Edmonton
2024-01-01 02:00:00,940.0383411227340,GAS,Calgary
2024-01-01 02:00:00,6.69990205764771,OTHER,Calgary
2024-01-01 02:00:00,0.0,ENERGY STORAGE,South
2024-01-01 02:00:00,18.7226658323076,OTHER,Central
2024-01-01 02:00:00,21.6717665916019,OTHER,South
2024-01-01 02:00:00,2018.0742784429600,WIND,South
2024-01-01 02:00:00,0.0,SOLAR,Edmonton
2024-01-01 02:00:00,-6.167332064310720,ENERGY STORAGE,Northwest
2024-01-01 02:00:00,0.0,SOLAR,Calgary
2024-01-01 02:00:00,501.72906082656700,WIND,Central
2024-01-01 02:00:00,-3.707054438061190,ENERGY STORAGE,Central
2024-01-01 02:00:00,797.609154273139,COAL,Edmonton
2024-01-01 02:00:00,0.0,SOLAR,Central
2024-01-01 02:00:00,533.8775435882150,GAS,Northwest
2024-01-01 02:00:00,466.442383524577,DUAL FUEL,Edmonton
2024-01-01 02:00:00,86.2578446340561,OTHER,Northeast
2024-01-01 02:00:00,133.36105222808000,OTHER,Northwest
2024-01-01 02:00:00,0.0,SOLAR,South
2024-01-01 02:00:00,495.40280598746400,GAS,South
2024-01-01 02:00:00,909.3388046595780,GAS,Central
2024-01-01 03:00:00,486.7367741447020,GAS,South
2024-01-01 03:00:00,536.5992541726430,GAS,Northwest
2024-01-01 03:00:00,3001.4769247595500,GAS,Northeast
2024-01-01 03:00:00,135.16882254812400,OTHER,Northwest
2024-01-01 03:00:00,0.0,SOLAR,South
2024-01-01 03:00:00,33.0883771883117,HYDRO,South
2024-01-01 03:00:00,435.9602430600590,WIND,Central
2024-01-01 03:00:00,901.8117891277210,GAS,Central
2024-01-01 03:00:00,2.777788374159E-04,ENERGY STORAGE,South
2024-01-01 03:00:00,0.0,SOLAR,Central
2024-01-01 03:00:00,43.95168482290370,HYDRO,Central
2024-01-01 03:00:00,-6.203221090104850,ENERGY STORAGE,Northwest
2024-01-01 03:00:00,18.8489994907379,OTHER,Central
2024-01-01 03:00:00,21.7297321711646,OTHER,South
2024-01-01 03:00:00,798.616708662245,COAL,Edmonton
2024-01-01 03:00:00,482.65032697041800,GAS,Edmonton
2024-01-01 03:00:00,0.0,SOLAR,Calgary
2024-01-01 03:00:00,1034.5748465251900,GAS,Calgary
2024-01-01 03:00:00,86.9150542121463,OTHER,Northeast
2024-01-01 03:00:00,-3.76022130754259,ENERGY STORAGE,Central
2024-01-01 03:00:00,1950.9640603099900,WIND,South
2024-01-01 03:00:00,6.69990205764771,OTHER,Calgary
2024-01-01 03:00:00,0.0,SOLAR,Edmonton
2024-01-01 03:00:00,466.42743942260700,DUAL FUEL,Edmonton
2024-01-01 04:00:00,541.0548664405610,WIND,Central
2024-01-01 04:00:00,0.0,SOLAR,Central
2024-01-01 04:00:00,18.1923332023621,OTHER,Central
2024-01-01 04:00:00,-6.144720866945050,ENERGY STORAGE,Northwest
2024-01-01 04:00:00,535.887240450117,GAS,Northwest
2024-01-01 04:00:00,1.666673024495E-04,ENERGY STORAGE,South
2024-01-01 04:00:00,135.80458019415500,OTHER,Northwest
2024-01-01 04:00:00,85.88135309378310,OTHER,Northeast
2024-01-01 04:00:00,21.6810175726149,OTHER,South
2024-01-01 04:00:00,942.4033176400920,GAS,Central
2024-01-01 04:00:00,0.0,SOLAR,Edmonton
2024-01-01 04:00:00,53.52051916705240,HYDRO,Central
2024-01-01 04:00:00,0.0,SOLAR,South
2024-01-01 04:00:00,33.2522603372733,HYDRO,South
2024-01-01 04:00:00,-3.8122215059068500,ENERGY STORAGE,Central
2024-01-01 04:00:00,3008.6359355237800,GAS,Northeast
2024-01-01 04:00:00,1681.2831761725,WIND,South
2024-01-01 04:00:00,798.473210466173,COAL,Edmonton
2024-01-01 04:00:00,466.488548600939,DUAL FUEL,Edmonton
2024-01-01 04:00:00,0.0,SOLAR,Calgary
2024-01-01 04:00:00,6.69990205764771,OTHER,Calgary
2024-01-01 04:00:00,522.2836939843490,GAS,Edmonton
2024-01-01 04:00:00,1050.6874844837200,GAS,Calgary
2024-01-01 04:00:00,499.06922620561400,GAS,South
2024-01-01 05:00:00,466.46671681722,DUAL FUEL,Edmonton
2024-01-01 05:00:00,86.35063457859890,OTHER,Northeast
2024-01-01 05:00:00,0.0,SOLAR,South
2024-01-01 05:00:00,797.8314864942760,COAL,Edmonton
2024-01-01 05:00:00,6.69990205764771,OTHER,Calgary
2024-01-01 05:00:00,17.8468329450819,OTHER,Central
2024-01-01 05:00:00,571.0814144081540,GAS,Edmonton
2024-01-01 05:00:00,0.0,SOLAR,Edmonton
2024-01-01 05:00:00,3.888903723822E-04,ENERGY STORAGE,South
2024-01-01 05:00:00,-2.1139993921915700,ENERGY STORAGE,Central
2024-01-01 05:00:00,38.6830386184653,HYDRO,South
2024-01-01 05:00:00,0.0,SOLAR,Central
2024-01-01 05:00:00,101.36578071302800,HYDRO,Central
2024-01-01 05:00:00,546.361999254227,GAS,Northwest
2024-01-01 05:00:00,0.0,SOLAR,Calgary
2024-01-01 05:00:00,3046.1173866838900,GAS,Northeast
2024-01-01 05:00:00,135.4843232557510,OTHER,Northwest
2024-01-01 05:00:00,21.7603931162092,OTHER,South
2024-01-01 05:00:00,956.8430568605000,GAS,Central
2024-01-01 05:00:00,648.9112604316080,WIND,Central
2024-01-01 05:00:00,504.92680983437500,GAS,South
2024-01-01 05:00:00,1052.39705622991,GAS,Calgary
2024-01-01 05:00:00,-5.350887551837490,ENERGY STORAGE,Northwest
